code	full-ja	full-ja-hira	full-en	base-ja	base-ja-hira	base-en	type	pref	psub	county	subpref
36302	上勝町	かみかつちょう	Kamikatsu Town	上勝	かみかつ	Kamikatsu	35	36	36300	36300	
36321	佐那河内村	さなごうちそん	Sanagochi Village	佐那河内	さなごうち	Sanagochi	37	36	36320	36320	
36341	石井町	いしいちょう	Ishii Town	石井	いしい	Ishii	35	36	36340	36340	
36342	神山町	かみやまちょう	Kamiyama Town	神山	かみやま	Kamiyama	35	36	36340	36340	
36368	那賀町	なかちょう	Naka Town	那賀	なか	Naka	35	36	36360	36360	
36383	牟岐町	むぎちょう	Mugi Town	牟岐	むぎ	Mugi	35	36	36380	36380	
36387	美波町	みなみちょう	Minami Town	美波	みなみ	Minami	35	36	36380	36380	
36388	海陽町	かいようちょう	Kaiyo Town	海陽	かいよう	Kaiyo	35	36	36380	36380	
36401	松茂町	まつしげちょう	Matsushige Town	松茂	まつしげ	Matsushige	35	36	36400	36400	
36402	北島町	きたじまちょう	Kitajima Town	北島	きたじま	Kitajima	35	36	36400	36400	
36403	藍住町	あいずみちょう	Aizumi Town	藍住	あいずみ	Aizumi	35	36	36400	36400	
36404	板野町	いたのちょう	Itano Town	板野	いたの	Itano	35	36	36400	36400	
36405	上板町	かみいたちょう	Kamiita Town	上板	かみいた	Kamiita	35	36	36400	36400	
36468	つるぎ町	つるぎちょう	Tsurugi Town	つるぎ	つるぎ	Tsurugi	35	36	36460	36460	
36489	東みよし町	ひがしみよしちょう	Higashimiyoshi Town	東みよし	ひがしみよし	Higashimiyoshi	35	36	36480	36480	
37201	高松市	たかまつし	Takamatsu City	高松	たかまつ	Takamatsu	32	37	37200		
37202	丸亀市	まるがめし	Marugame City	丸亀	まるがめ	Marugame	32	37	37200		
37203	坂出市	さかいでし	Sakaide City	坂出	さかいで	Sakaide	32	37	37200		
37204	善通寺市	ぜんつうじし	Zentsuji City	善通寺	ぜんつうじ	Zentsuji	32	37	37200		
37205	観音寺市	かんおんじし	Kan-onji City	観音寺	かんおんじ	Kan-onji	32	37	37200		
37206	さぬき市	さぬきし	Sanuki City	さぬき	さぬき	Sanuki	32	37	37200		
37207	東かがわ市	ひがしかがわし	Higashikagawa City	東かがわ	ひがしかがわ	Higashikagawa	32	37	37200		
37208	三豊市	みとよし	Mitoyo City	三豊	みとよ	Mitoyo	32	37	37200		
37322	土庄町	とのしょうちょう	Tonosho Town	土庄	とのしょう	Tonosho	35	37	37320	37320	
37324	小豆島町	しょうどしまちょう	Shodoshima Town	小豆島	しょうどしま	Shodoshima	35	37	37320	37320	
37341	三木町	みきちょう	Miki Town	三木	みき	Miki	35	37	37340	37340	
37364	直島町	なおしまちょう	Naoshima Town	直島	なおしま	Naoshima	35	37	37360	37360	
37386	宇多津町	うたづちょう	Utazu Town	宇多津	うたづ	Utazu	35	37	37380	37380	
37387	綾川町	あやがわちょう	Ayagawa Town	綾川	あやがわ	Ayagawa	35	37	37380	37380	
37403	琴平町	ことひらちょう	Kotohira Town	琴平	ことひら	Kotohira	35	37	37400	37400	
37404	多度津町	たどつちょう	Tadotsu Town	多度津	たどつ	Tadotsu	35	37	37400	37400	
37406	まんのう町	まんのうちょう	Manno Town	まんのう	まんのう	Manno	35	37	37400	37400	
38201	松山市	まつやまし	Matsuyama City	松山	まつやま	Matsuyama	32	38	38200		
38202	今治市	いまばりし	Imabari City	今治	いまばり	Imabari	32	38	38200		
38203	宇和島市	うわじまし	Uwajima City	宇和島	うわじま	Uwajima	32	38	38200		
38204	八幡浜市	やわたはまし	Yawatahama City	八幡浜	やわたはま	Yawatahama	32	38	38200		
38205	新居浜市	にいはまし	Niihama City	新居浜	にいはま	Niihama	32	38	38200		
38206	西条市	さいじょうし	Saijo City	西条	さいじょう	Saijo	32	38	38200		
38207	大洲市	おおずし	Ozu City	大洲	おおず	Ozu	32	38	38200		
38210	伊予市	いよし	Iyo City	伊予	いよ	Iyo	32	38	38200		
38213	四国中央市	しこくちゅうおうし	Shikokuchuo City	四国中央	しこくちゅうおう	Shikokuchuo	32	38	38200		
38214	西予市	せいよし	Seiyo City	西予	せいよ	Seiyo	32	38	38200		
38215	東温市	とうおんし	Toon City	東温	とうおん	Toon	32	38	38200		
38356	上島町	かみじまちょう	Kamijima Town	上島	かみじま	Kamijima	35	38	38340	38340	
38386	久万高原町	くまこうげんちょう	Kumakogen Town	久万高原	くまこうげん	Kumakogen	35	38	38380	38380	
38401	松前町	まさきちょう	Masaki Town	松前	まさき	Masaki	35	38	38400	38400	
38402	砥部町	とべちょう	Tobe Town	砥部	とべ	Tobe	35	38	38400	38400	
38422	内子町	うちこちょう	Uchiko Town	内子	うちこ	Uchiko	35	38	38420	38420	
38442	伊方町	いかたちょう	Ikata Town	伊方	いかた	Ikata	35	38	38440	38440	
38484	松野町	まつのちょう	Matsuno Town	松野	まつの	Matsuno	35	38	38480	38480	
38488	鬼北町	きほくちょう	Kihoku Town	鬼北	きほく	Kihoku	35	38	38480	38480	
38506	愛南町	あいなんちょう	Ainan Town	愛南	あいなん	Ainan	35	38	38500	38500	
39201	高知市	こうちし	Kochi City	高知	こうち	Kochi	32	39	39200		
39202	室戸市	むろとし	Muroto City	室戸	むろと	Muroto	32	39	39200		
39203	安芸市	あきし	Aki City	安芸	あき	Aki	32	39	39200		
39204	南国市	なんこくし	Nankoku City	南国	なんこく	Nankoku	32	39	39200		
39205	土佐市	とさし	Tosa City	土佐	とさ	Tosa	32	39	39200		
39206	須崎市	すさきし	Susaki City	須崎	すさき	Susaki	32	39	39200		
39208	宿毛市	すくもし	Sukumo City	宿毛	すくも	Sukumo	32	39	39200		
39209	土佐清水市	とさしみずし	Tosashimizu City	土佐清水	とさしみず	Tosashimizu	32	39	39200		
39210	四万十市	しまんとし	Shimanto City	四万十	しまんと	Shimanto	32	39	39200		
39211	香南市	こうなんし	Konan City	香南	こうなん	Konan	32	39	39200		
39212	香美市	かみし	Kami City	香美	かみ	Kami	32	39	39200		
39301	東洋町	とうようちょう	Toyo Town	東洋	とうよう	Toyo	35	39	39300	39300	
39302	奈半利町	なはりちょう	Nahari Town	奈半利	なはり	Nahari	35	39	39300	39300	
39303	田野町	たのちょう	Tano Town	田野	たの	Tano	35	39	39300	39300	
39304	安田町	やすだちょう	Yasuda Town	安田	やすだ	Yasuda	35	39	39300	39300	
39305	北川村	きたがわむら	Kitagawa Village	北川	きたがわ	Kitagawa	36	39	39300	39300	
39306	馬路村	うまじむら	Umaji Village	馬路	うまじ	Umaji	36	39	39300	39300	
39307	芸西村	げいせいむら	Geisei Village	芸西	げいせい	Geisei	36	39	39300	39300	
39341	本山町	もとやまちょう	Motoyama Town	本山	もとやま	Motoyama	35	39	39340	39340	
39344	大豊町	おおとよちょう	Otoyo Town	大豊	おおとよ	Otoyo	35	39	39340	39340	
39363	土佐町	とさちょう	Tosa Town	土佐	とさ	Tosa	35	39	39360	39360	
39364	大川村	おおかわむら	Okawa Village	大川	おおかわ	Okawa	36	39	39360	39360	
39386	いの町	いのちょう	Ino Town	いの	いの	Ino	35	39	39380	39380	
39387	仁淀川町	によどがわちょう	Niyodogawa Town	仁淀川	によどがわ	Niyodogawa	35	39	39380	39380	
39401	中土佐町	なかとさちょう	Nakatosa Town	中土佐	なかとさ	Nakatosa	35	39	39400	39400	
39402	佐川町	さかわちょう	Sakawa Town	佐川	さかわ	Sakawa	35	39	39400	39400	
39403	越知町	おちちょう	Ochi Town	越知	おち	Ochi	35	39	39400	39400	
39405	檮原町	ゆすはらちょう	Yusuhara Town	檮原	ゆすはら	Yusuhara	35	39	39400	39400	
39410	日高村	ひだかむら	Hidaka Village	日高	ひだか	Hidaka	36	39	39400	39400	
39411	津野町	つのちょう	Tsuno Town	津野	つの	Tsuno	35	39	39400	39400	
39412	四万十町	しまんとちょう	Shimanto Town	四万十	しまんと	Shimanto	35	39	39400	39400	
39424	大月町	おおつきちょう	Otsuki Town	大月	おおつき	Otsuki	35	39	39420	39420	
39427	三原村	みはらむら	Mihara Village	三原	みはら	Mihara	36	39	39420	39420	
39428	黒潮町	くろしおちょう	Kuroshio Town	黒潮	くろしお	Kuroshio	35	39	39420	39420	
40100	北九州市	きたきゅうしゅうし	Kitakyushu City	北九州	きたきゅうしゅう	Kitakyushu	31	40	40100		
40130	福岡市	ふくおかし	Fukuoka City	福岡	ふくおか	Fukuoka	31	40	40130		
40202	大牟田市	おおむたし	Omuta City	大牟田	おおむた	Omuta	32	40	40200		
40203	久留米市	くるめし	Kurume City	久留米	くるめ	Kurume	32	40	40200		
40204	直方市	のおがたし	Nogata City	直方	のおがた	Nogata	32	40	40200		
40205	飯塚市	いいづかし	Iizuka City	飯塚	いいづか	Iizuka	32	40	40200		
40206	田川市	たがわし	Tagawa City	田川	たがわ	Tagawa	32	40	40200		
40207	柳川市	やながわし	Yanagawa City	柳川	やながわ	Yanagawa	32	40	40200		
40210	八女市	やめし	Yame City	八女	やめ	Yame	32	40	40200		
40211	筑後市	ちくごし	Chikugo City	筑後	ちくご	Chikugo	32	40	40200		
40212	大川市	おおかわし	Okawa City	大川	おおかわ	Okawa	32	40	40200		
40213	行橋市	ゆくはしし	Yukuhashi City	行橋	ゆくはし	Yukuhashi	32	40	40200		
40214	豊前市	ぶぜんし	Buzen City	豊前	ぶぜん	Buzen	32	40	40200		
40215	中間市	なかまし	Nakama City	中間	なかま	Nakama	32	40	40200		
40216	小郡市	おごおりし	Ogori City	小郡	おごおり	Ogori	32	40	40200		
40217	筑紫野市	ちくしのし	Chikushino City	筑紫野	ちくしの	Chikushino	32	40	40200		
40218	春日市	かすがし	Kasuga City	春日	かすが	Kasuga	32	40	40200		
40219	大野城市	おおのじょうし	Onojo City	大野城	おおのじょう	Onojo	32	40	40200		
40220	宗像市	むなかたし	Munakata City	宗像	むなかた	Munakata	32	40	40200		
40221	太宰府市	だざいふし	Dazaifu City	太宰府	だざいふ	Dazaifu	32	40	40200		
40223	古賀市	こがし	Koga City	古賀	こが	Koga	32	40	40200		
40224	福津市	ふくつし	Fukutsu City	福津	ふくつ	Fukutsu	32	40	40200		
40225	うきは市	うきはし	Ukiha City	うきは	うきは	Ukiha	32	40	40200		
40226	宮若市	みやわかし	Miyawaka City	宮若	みやわか	Miyawaka	32	40	40200		
40227	嘉麻市	かまし	Kama City	嘉麻	かま	Kama	32	40	40200		
40228	朝倉市	あさくらし	Asakura City	朝倉	あさくら	Asakura	32	40	40200		
40229	みやま市	みやまし	Miyama City	みやま	みやま	Miyama	32	40	40200		
40230	糸島市	いとしまし	Itoshima City	糸島	いとしま	Itoshima	32	40	40200		
40231	那珂川市	なかがわし	Nakagawa City	那珂川	なかがわ	Nakagawa	32	40	40200		
40341	宇美町	うみまち	Umi Town	宇美	うみ	Umi	34	40	40340	40340	
40342	篠栗町	ささぐりまち	Sasaguri Town	篠栗	ささぐり	Sasaguri	34	40	40340	40340	
40343	志免町	しめまち	Shime Town	志免	しめ	Shime	34	40	40340	40340	
40344	須恵町	すえまち	Sue Town	須恵	すえ	Sue	34	40	40340	40340	
40345	新宮町	しんぐうまち	Shingu Town	新宮	しんぐう	Shingu	34	40	40340	40340	
40348	久山町	ひさやままち	Hisayama Town	久山	ひさやま	Hisayama	34	40	40340	40340	
40349	粕屋町	かすやまち	Kasuya Town	粕屋	かすや	Kasuya	34	40	40340	40340	
40381	芦屋町	あしやまち	Ashiya Town	芦屋	あしや	Ashiya	34	40	40380	40380	
40382	水巻町	みずまきまち	Mizumaki Town	水巻	みずまき	Mizumaki	34	40	40380	40380	
40383	岡垣町	おかがきまち	Okagaki Town	岡垣	おかがき	Okagaki	34	40	40380	40380	
40384	遠賀町	おんがちょう	Onga Town	遠賀	おんが	Onga	35	40	40380	40380	
40401	小竹町	こたけまち	Kotake Town	小竹	こたけ	Kotake	34	40	40400	40400	
40402	鞍手町	くらてまち	Kurate Town	鞍手	くらて	Kurate	34	40	40400	40400	
40421	桂川町	けいせんまち	Keisen Town	桂川	けいせん	Keisen	34	40	40420	40420	
40447	筑前町	ちくぜんまち	Chikuzen Town	筑前	ちくぜん	Chikuzen	34	40	40440	40440	
40448	東峰村	とうほうむら	Toho Village	東峰	とうほう	Toho	36	40	40440	40440	
40503	大刀洗町	たちあらいまち	Tachiarai Town	大刀洗	たちあらい	Tachiarai	34	40	40500	40500	
40522	大木町	おおきまち	Oki Town	大木	おおき	Oki	34	40	40520	40520	
40544	広川町	ひろかわまち	Hirokawa Town	広川	ひろかわ	Hirokawa	34	40	40540	40540	
40601	香春町	かわらまち	Kawara Town	香春	かわら	Kawara	34	40	40600	40600	
40602	添田町	そえだまち	Soeda Town	添田	そえだ	Soeda	34	40	40600	40600	
40604	糸田町	いとだまち	Itoda Town	糸田	いとだ	Itoda	34	40	40600	40600	
40605	川崎町	かわさきまち	Kawasaki Town	川崎	かわさき	Kawasaki	34	40	40600	40600	
40608	大任町	おおとうまち	Oto Town	大任	おおとう	Oto	34	40	40600	40600	
40609	赤村	あかむら	Aka Village	赤	あか	Aka	36	40	40600	40600	
40610	福智町	ふくちまち	Fukuchi Town	福智	ふくち	Fukuchi	34	40	40600	40600	
40621	苅田町	かんだまち	Kanda Town	苅田	かんだ	Kanda	34	40	40620	40620	
40625	みやこ町	みやこまち	Miyako Town	みやこ	みやこ	Miyako	34	40	40620	40620	
40642	吉富町	よしとみまち	Yoshitomi Town	吉富	よしとみ	Yoshitomi	34	40	40640	40640	
40646	上毛町	こうげまち	Koge Town	上毛	こうげ	Koge	34	40	40640	40640	
40647	築上町	ちくじょうまち	Chikujo Town	築上	ちくじょう	Chikujo	34	40	40640	40640	
41201	佐賀市	さがし	Saga City	佐賀	さが	Saga	32	41	41200		
41202	唐津市	からつし	Karatsu City	唐津	からつ	Karatsu	32	41	41200		
41203	鳥栖市	とすし	Tosu City	鳥栖	とす	Tosu	32	41	41200		
41204	多久市	たくし	Taku City	多久	たく	Taku	32	41	41200		
41205	伊万里市	いまりし	Imari City	伊万里	いまり	Imari	32	41	41200		
41206	武雄市	たけおし	Takeo City	武雄	たけお	Takeo	32	41	41200		
41207	鹿島市	かしまし	Kashima City	鹿島	かしま	Kashima	32	41	41200		
41208	小城市	おぎし	Ogi City	小城	おぎ	Ogi	32	41	41200		
41209	嬉野市	うれしのし	Ureshino City	嬉野	うれしの	Ureshino	32	41	41200		
41210	神埼市	かんざきし	Kanzaki City	神埼	かんざき	Kanzaki	32	41	41200		
41327	吉野ヶ里町	よしのがりちょう	Yoshinogari Town	吉野ヶ里	よしのがり	Yoshinogari	35	41	41320	41320	
41341	基山町	きやまちょう	Kiyama Town	基山	きやま	Kiyama	35	41	41340	41340	
41345	上峰町	かみみねちょう	Kamimine Town	上峰	かみみね	Kamimine	35	41	41340	41340	
41346	みやき町	みやきちょう	Miyaki Town	みやき	みやき	Miyaki	35	41	41340	41340	
41387	玄海町	げんかいちょう	Genkai Town	玄海	げんかい	Genkai	35	41	41380	41380	
41401	有田町	ありたちょう	Arita Town	有田	ありた	Arita	35	41	41400	41400	
41423	大町町	おおまちちょう	Omachi Town	大町	おおまち	Omachi	35	41	41420	41420	
41424	江北町	こうほくまち	Kohoku Town	江北	こうほく	Kohoku	34	41	41420	41420	
41425	白石町	しろいしちょう	Shiroishi Town	白石	しろいし	Shiroishi	35	41	41420	41420	
41441	太良町	たらちょう	Tara Town	太良	たら	Tara	35	41	41440	41440	
42201	長崎市	ながさきし	Nagasaki City	長崎	ながさき	Nagasaki	32	42	42200		
42202	佐世保市	させぼし	Sasebo City	佐世保	させぼ	Sasebo	32	42	42200		
42203	島原市	しまばらし	Shimabara City	島原	しまばら	Shimabara	32	42	42200		
42204	諫早市	いさはやし	Isahaya City	諫早	いさはや	Isahaya	32	42	42200		
42205	大村市	おおむらし	Omura City	大村	おおむら	Omura	32	42	42200		
42207	平戸市	ひらどし	Hirado City	平戸	ひらど	Hirado	32	42	42200		
42208	松浦市	まつうらし	Matsuura City	松浦	まつうら	Matsuura	32	42	42200		
42209	対馬市	つしまし	Tsushima City	対馬	つしま	Tsushima	32	42	42200		
42210	壱岐市	いきし	Iki City	壱岐	いき	Iki	32	42	42200		
42211	五島市	ごとうし	Goto City	五島	ごとう	Goto	32	42	42200		
42212	西海市	さいかいし	Saikai City	西海	さいかい	Saikai	32	42	42200		
42213	雲仙市	うんぜんし	Unzen City	雲仙	うんぜん	Unzen	32	42	42200		
42214	南島原市	みなみしまばらし	Minamishimabara City	南島原	みなみしまばら	Minamishimabara	32	42	42200		
42307	長与町	ながよちょう	Nagayo Town	長与	ながよ	Nagayo	35	42	42300	42300	
42308	時津町	とぎつちょう	Togitsu Town	時津	とぎつ	Togitsu	35	42	42300	42300	
42321	東彼杵町	ひがしそのぎちょう	Higashisonogi Town	東彼杵	ひがしそのぎ	Higashisonogi	35	42	42320	42320	
42322	川棚町	かわたなちょう	Kawatana Town	川棚	かわたな	Kawatana	35	42	42320	42320	
42323	波佐見町	はさみちょう	Hasami Town	波佐見	はさみ	Hasami	35	42	42320	42320	
42383	小値賀町	おぢかちょう	Ojika Town	小値賀	おぢか	Ojika	35	42	42380	42380	
42391	佐々町	さざちょう	Saza Town	佐々	さざ	Saza	35	42	42380	42380	
42411	新上五島町	しんかみごとうちょう	Shinkamigoto Town	新上五島	しんかみごとう	Shinkamigoto	35	42	42400	42400	
43100	熊本市	くまもとし	Kumamoto City	熊本	くまもと	Kumamoto	31	43	43100		
43202	八代市	やつしろし	Yatsushiro City	八代	やつしろ	Yatsushiro	32	43	43200		
43203	人吉市	ひとよしし	Hitoyoshi City	人吉	ひとよし	Hitoyoshi	32	43	43200		
43204	荒尾市	あらおし	Arao City	荒尾	あらお	Arao	32	43	43200		
43205	水俣市	みなまたし	Minamata City	水俣	みなまた	Minamata	32	43	43200		
43206	玉名市	たまなし	Tamana City	玉名	たまな	Tamana	32	43	43200		
43208	山鹿市	やまがし	Yamaga City	山鹿	やまが	Yamaga	32	43	43200		
43210	菊池市	きくちし	Kikuchi City	菊池	きくち	Kikuchi	32	43	43200		
43211	宇土市	うとし	Uto City	宇土	うと	Uto	32	43	43200		
43212	上天草市	かみあまくさし	Kamiamakusa City	上天草	かみあまくさ	Kamiamakusa	32	43	43200		
43213	宇城市	うきし	Uki City	宇城	うき	Uki	32	43	43200		
43214	阿蘇市	あそし	Aso City	阿蘇	あそ	Aso	32	43	43200		
43215	天草市	あまくさし	Amakusa City	天草	あまくさ	Amakusa	32	43	43200		
43216	合志市	こうしし	Koshi City	合志	こうし	Koshi	32	43	43200		
43348	美里町	みさとまち	Misato Town	美里	みさと	Misato	34	43	43340	43340	
43364	玉東町	ぎょくとうまち	Gyokuto Town	玉東	ぎょくとう	Gyokuto	34	43	43360	43360	
43367	南関町	なんかんまち	Nankan Town	南関	なんかん	Nankan	34	43	43360	43360	
43368	長洲町	ながすまち	Nagasu Town	長洲	ながす	Nagasu	34	43	43360	43360	
43369	和水町	なごみまち	Nagomi Town	和水	なごみ	Nagomi	34	43	43360	43360	
43403	大津町	おおづまち	Ozu Town	大津	おおづ	Ozu	34	43	43400	43400	
43404	菊陽町	きくようまち	Kikuyo Town	菊陽	きくよう	Kikuyo	34	43	43400	43400	
43423	南小国町	みなみおぐにまち	Minamioguni Town	南小国	みなみおぐに	Minamioguni	34	43	43420	43420	
43424	小国町	おぐにまち	Oguni Town	小国	おぐに	Oguni	34	43	43420	43420	
43425	産山村	うぶやまむら	Ubuyama Village	産山	うぶやま	Ubuyama	36	43	43420	43420	
43428	高森町	たかもりまち	Takamori Town	高森	たかもり	Takamori	34	43	43420	43420	
43432	西原村	にしはらむら	Nishihara Village	西原	にしはら	Nishihara	36	43	43420	43420	
43433	南阿蘇村	みなみあそむら	Minamiaso Village	南阿蘇	みなみあそ	Minamiaso	36	43	43420	43420	
43441	御船町	みふねまち	Mifune Town	御船	みふね	Mifune	34	43	43440	43440	
43442	嘉島町	かしままち	Kashima Town	嘉島	かしま	Kashima	34	43	43440	43440	
43443	益城町	ましきまち	Mashiki Town	益城	ましき	Mashiki	34	43	43440	43440	
43444	甲佐町	こうさまち	Kosa Town	甲佐	こうさ	Kosa	34	43	43440	43440	
43447	山都町	やまとちょう	Yamato Town	山都	やまと	Yamato	35	43	43440	43440	
43468	氷川町	ひかわちょう	Hikawa Town	氷川	ひかわ	Hikawa	35	43	43460	43460	
43482	芦北町	あしきたまち	Ashikita Town	芦北	あしきた	Ashikita	34	43	43480	43480	
43484	津奈木町	つなぎまち	Tsunagi Town	津奈木	つなぎ	Tsunagi	34	43	43480	43480	
43501	錦町	にしきまち	Nishiki Town	錦	にしき	Nishiki	34	43	43500	43500	
43505	多良木町	たらぎまち	Taragi Town	多良木	たらぎ	Taragi	34	43	43500	43500	
43506	湯前町	ゆのまえまち	Yunomae Town	湯前	ゆのまえ	Yunomae	34	43	43500	43500	
43507	水上村	みずかみむら	Mizukami Village	水上	みずかみ	Mizukami	36	43	43500	43500	
43510	相良村	さがらむら	Sagara Village	相良	さがら	Sagara	36	43	43500	43500	
43511	五木村	いつきむら	Itsuki Village	五木	いつき	Itsuki	36	43	43500	43500	
43512	山江村	やまえむら	Yamae Village	山江	やまえ	Yamae	36	43	43500	43500	
43513	球磨村	くまむら	Kuma Village	球磨	くま	Kuma	36	43	43500	43500	
43514	あさぎり町	あさぎりちょう	Asagiri Town	あさぎり	あさぎり	Asagiri	35	43	43500	43500	
43531	苓北町	れいほくまち	Reihoku Town	苓北	れいほく	Reihoku	34	43	43520	43520	
44201	大分市	おおいたし	Oita City	大分	おおいた	Oita	32	44	44200		
44202	別府市	べっぷし	Beppu City	別府	べっぷ	Beppu	32	44	44200		
44203	中津市	なかつし	Nakatsu City	中津	なかつ	Nakatsu	32	44	44200		
44204	日田市	ひたし	Hita City	日田	ひた	Hita	32	44	44200		
44205	佐伯市	さいきし	Saiki City	佐伯	さいき	Saiki	32	44	44200		
44206	臼杵市	うすきし	Usuki City	臼杵	うすき	Usuki	32	44	44200		
44207	津久見市	つくみし	Tsukumi City	津久見	つくみ	Tsukumi	32	44	44200		
44208	竹田市	たけたし	Taketa City	竹田	たけた	Taketa	32	44	44200		
44209	豊後高田市	ぶんごたかだし	Bungotakada City	豊後高田	ぶんごたかだ	Bungotakada	32	44	44200		
44210	杵築市	きつきし	Kitsuki City	杵築	きつき	Kitsuki	32	44	44200		
44211	宇佐市	うさし	Usa City	宇佐	うさ	Usa	32	44	44200		
44212	豊後大野市	ぶんごおおのし	Bungoono City	豊後大野	ぶんごおおの	Bungoono	32	44	44200		
44213	由布市	ゆふし	Yufu City	由布	ゆふ	Yufu	32	44	44200		
44214	国東市	くにさきし	Kunisaki City	国東	くにさき	Kunisaki	32	44	44200		
44322	姫島村	ひめしまむら	Himeshima Village	姫島	ひめしま	Himeshima	36	44	44320	44320	
44341	日出町	ひじまち	Hiji Town	日出	ひじ	Hiji	34	44	44340	44340	
44461	九重町	ここのえまち	Kokonoe Town	九重	ここのえ	Kokonoe	34	44	44460	44460	
44462	玖珠町	くすまち	Kusu Town	玖珠	くす	Kusu	34	44	44460	44460	
45201	宮崎市	みやざきし	Miyazaki City	宮崎	みやざき	Miyazaki	32	45	45200		
45202	都城市	みやこのじょうし	Miyakonojo City	都城	みやこのじょう	Miyakonojo	32	45	45200		
45203	延岡市	のべおかし	Nobeoka City	延岡	のべおか	Nobeoka	32	45	45200		
45204	日南市	にちなんし	Nichinan City	日南	にちなん	Nichinan	32	45	45200		
45205	小林市	こばやしし	Kobayashi City	小林	こばやし	Kobayashi	32	45	45200		
45206	日向市	ひゅうがし	Hyuga City	日向	ひゅうが	Hyuga	32	45	45200		
45207	串間市	くしまし	Kushima City	串間	くしま	Kushima	32	45	45200		
45208	西都市	さいとし	Saito City	西都	さいと	Saito	32	45	45200		
45209	えびの市	えびのし	Ebino City	えびの	えびの	Ebino	32	45	45200		
45341	三股町	みまたちょう	Mimata Town	三股	みまた	Mimata	35	45	45340	45340	
45361	高原町	たかはるちょう	Takaharu Town	高原	たかはる	Takaharu	35	45	45360	45360	
45382	国富町	くにとみちょう	Kunitomi Town	国富	くにとみ	Kunitomi	35	45	45380	45380	
45383	綾町	あやちょう	Aya Town	綾	あや	Aya	35	45	45380	45380	
45401	高鍋町	たかなべちょう	Takanabe Town	高鍋	たかなべ	Takanabe	35	45	45400	45400	
45402	新富町	しんとみちょう	Shintomi Town	新富	しんとみ	Shintomi	35	45	45400	45400	
45403	西米良村	にしめらそん	Nishimera Village	西米良	にしめら	Nishimera	37	45	45400	45400	
45404	木城町	きじょうちょう	Kijo Town	木城	きじょう	Kijo	35	45	45400	45400	
45405	川南町	かわみなみちょう	Kawaminami Town	川南	かわみなみ	Kawaminami	35	45	45400	45400	
45406	都農町	つのちょう	Tsuno Town	都農	つの	Tsuno	35	45	45400	45400	
45421	門川町	かどがわちょう	Kadogawa Town	門川	かどがわ	Kadogawa	35	45	45420	45420	
45429	諸塚村	もろつかそん	Morotsuka Village	諸塚	もろつか	Morotsuka	37	45	45420	45420	
45430	椎葉村	しいばそん	Shiiba Village	椎葉	しいば	Shiiba	37	45	45420	45420	
45431	美郷町	みさとちょう	Misato Town	美郷	みさと	Misato	35	45	45420	45420	
45441	高千穂町	たかちほちょう	Takachiho Town	高千穂	たかちほ	Takachiho	35	45	45440	45440	
45442	日之影町	ひのかげちょう	Hinokage Town	日之影	ひのかげ	Hinokage	35	45	45440	45440	
45443	五ヶ瀬町	ごかせちょう	Gokase Town	五ヶ瀬	ごかせ	Gokase	35	45	45440	45440	
46201	鹿児島市	かごしまし	Kagoshima City	鹿児島	かごしま	Kagoshima	32	46	46200		
46203	鹿屋市	かのやし	Kanoya City	鹿屋	かのや	Kanoya	32	46	46200		
46204	枕崎市	まくらざきし	Makurazaki City	枕崎	まくらざき	Makurazaki	32	46	46200		
46206	阿久根市	あくねし	Akune City	阿久根	あくね	Akune	32	46	46200		
46208	出水市	いずみし	Izumi City	出水	いずみ	Izumi	32	46	46200		
46210	指宿市	いぶすきし	Ibusuki City	指宿	いぶすき	Ibusuki	32	46	46200		
46213	西之表市	にしのおもてし	Nishinoomote City	西之表	にしのおもて	Nishinoomote	32	46	46200		
46214	垂水市	たるみずし	Tarumizu City	垂水	たるみず	Tarumizu	32	46	46200		
46215	薩摩川内市	さつませんだいし	Satsumasendai City	薩摩川内	さつませんだい	Satsumasendai	32	46	46200		
46216	日置市	ひおきし	Hioki City	日置	ひおき	Hioki	32	46	46200		
46217	曽於市	そおし	Soo City	曽於	そお	Soo	32	46	46200		
46218	霧島市	きりしまし	Kirishima City	霧島	きりしま	Kirishima	32	46	46200		
46219	いちき串木野市	いちきくしきのし	Ichikikushikino City	いちき串木野	いちきくしきの	Ichikikushikino	32	46	46200		
46220	南さつま市	みなみさつまし	Minamisatsuma City	南さつま	みなみさつま	Minamisatsuma	32	46	46200		
46221	志布志市	しぶしし	Shibushi City	志布志	しぶし	Shibushi	32	46	46200		
46222	奄美市	あまみし	Amami City	奄美	あまみ	Amami	32	46	46200		
46223	南九州市	みなみきゅうしゅうし	Minamikyushu City	南九州	みなみきゅうしゅう	Minamikyushu	32	46	46200		
46224	伊佐市	いさし	Isa City	伊佐	いさ	Isa	32	46	46200		
46225	姶良市	あいらし	Aira City	姶良	あいら	Aira	32	46	46200		
46303	三島村	みしまむら	Mishima Village	三島	みしま	Mishima	36	46	46300	46300	
46304	十島村	としまむら	Toshima Village	十島	としま	Toshima	36	46	46300	46300	
46392	さつま町	さつまちょう	Satsuma Town	さつま	さつま	Satsuma	35	46	46380	46380	
46404	長島町	ながしまちょう	Nagashima Town	長島	ながしま	Nagashima	35	46	46400	46400	
46452	湧水町	ゆうすいちょう	Yusui Town	湧水	ゆうすい	Yusui	35	46	46440	46440	
