code	full-ja	full-ja-hira	full-en	base-ja	base-ja-hira	base-en	type	pref	psub	county	subpref
25441	豊郷町	とよさとちょう	Toyosato Town	豊郷	とよさと	Toyosato	35	25	25440	25440	
25442	甲良町	こうらちょう	Koura Town	甲良	こうら	Koura	35	25	25440	25440	
25443	多賀町	たがちょう	Taga Town	多賀	たが	Taga	35	25	25440	25440	
26100	京都市	きょうとし	Kyoto City	京都	きょうと	Kyoto	31	26	26100		
26201	福知山市	ふくちやまし	Fukuchiyama City	福知山	ふくちやま	Fukuchiyama	32	26	26200		
26202	舞鶴市	まいづるし	Maizuru City	舞鶴	まいづる	Maizuru	32	26	26200		
26203	綾部市	あやべし	Ayabe City	綾部	あやべ	Ayabe	32	26	26200		
26204	宇治市	うじし	Uji City	宇治	うじ	Uji	32	26	26200		
26205	宮津市	みやづし	Miyazu City	宮津	みやづ	Miyazu	32	26	26200		
26206	亀岡市	かめおかし	Kameoka City	亀岡	かめおか	Kameoka	32	26	26200		
26207	城陽市	じょうようし	Joyo City	城陽	じょうよう	Joyo	32	26	26200		
26208	向日市	むこうし	Muko City	向日	むこう	Muko	32	26	26200		
26209	長岡京市	ながおかきょうし	Nagaokakyo City	長岡京	ながおかきょう	Nagaokakyo	32	26	26200		
26210	八幡市	やわたし	Yawata City	八幡	やわた	Yawata	32	26	26200		
26211	京田辺市	きょうたなべし	Kyotanabe City	京田辺	きょうたなべ	Kyotanabe	32	26	26200		
26212	京丹後市	きょうたんごし	Kyotango City	京丹後	きょうたんご	Kyotango	32	26	26200		
26213	南丹市	なんたんし	Nantan City	南丹	なんたん	Nantan	32	26	26200		
26214	木津川市	きづがわし	Kizugawa City	木津川	きづがわ	Kizugawa	32	26	26200		
26303	大山崎町	おおやまざきちょう	Oyamazaki Town	大山崎	おおやまざき	Oyamazaki	35	26	26300	26300	
26322	久御山町	くみやまちょう	Kumiyama Town	久御山	くみやま	Kumiyama	35	26	26320	26320	
26343	井手町	いでちょう	Ide Town	井手	いで	Ide	35	26	26340	26340	
26344	宇治田原町	うじたわらちょう	Ujitawara Town	宇治田原	うじたわら	Ujitawara	35	26	26340	26340	
26364	笠置町	かさぎちょう	Kasagi Town	笠置	かさぎ	Kasagi	35	26	26360	26360	
26365	和束町	わづかちょう	Wazuka Town	和束	わづか	Wazuka	35	26	26360	26360	
26366	精華町	せいかちょう	Seika Town	精華	せいか	Seika	35	26	26360	26360	
26367	南山城村	みなみやましろむら	Minamiyamashiro Village	南山城	みなみやましろ	Minamiyamashiro	36	26	26360	26360	
26407	京丹波町	きょうたんばちょう	Kyotanba Town	京丹波	きょうたんば	Kyotanba	35	26	26400	26400	
26463	伊根町	いねちょう	Ine Town	伊根	いね	Ine	35	26	26460	26460	
26465	与謝野町	よさのちょう	Yosano Town	与謝野	よさの	Yosano	35	26	26460	26460	
27100	大阪市	おおさかし	Osaka City	大阪	おおさか	Osaka	31	27	27100		
27140	堺市	さかいし	Sakai City	堺	さかい	Sakai	31	27	27140		
27202	岸和田市	きしわだし	Kishiwada City	岸和田	きしわだ	Kishiwada	32	27	27200		
27203	豊中市	とよなかし	Toyonaka City	豊中	とよなか	Toyonaka	32	27	27200		
27204	池田市	いけだし	Ikeda City	池田	いけだ	Ikeda	32	27	27200		
27205	吹田市	すいたし	Suita City	吹田	すいた	Suita	32	27	27200		
27206	泉大津市	いずみおおつし	Izumiotsu City	泉大津	いずみおおつ	Izumiotsu	32	27	27200		
27207	高槻市	たかつきし	Takatsuki City	高槻	たかつき	Takatsuki	32	27	27200		
27208	貝塚市	かいづかし	Kaizuka City	貝塚	かいづか	Kaizuka	32	27	27200		
27209	守口市	もりぐちし	Moriguchi City	守口	もりぐち	Moriguchi	32	27	27200		
27210	枚方市	ひらかたし	Hirakata City	枚方	ひらかた	Hirakata	32	27	27200		
27211	茨木市	いばらきし	Ibaraki City	茨木	いばらき	Ibaraki	32	27	27200		
27212	八尾市	やおし	Yao City	八尾	やお	Yao	32	27	27200		
27213	泉佐野市	いずみさのし	Izumisano City	泉佐野	いずみさの	Izumisano	32	27	27200		
27214	富田林市	とんだばやしし	Tondabayashi City	富田林	とんだばやし	Tondabayashi	32	27	27200		
27215	寝屋川市	ねやがわし	Neyagawa City	寝屋川	ねやがわ	Neyagawa	32	27	27200		
27216	河内長野市	かわちながのし	Kawachinagano City	河内長野	かわちながの	Kawachinagano	32	27	27200		
27217	松原市	まつばらし	Matsubara City	松原	まつばら	Matsubara	32	27	27200		
27218	大東市	だいとうし	Daito City	大東	だいとう	Daito	32	27	27200		
27219	和泉市	いずみし	Izumi City	和泉	いずみ	Izumi	32	27	27200		
27220	箕面市	みのおし	Minoo City	箕面	みのお	Minoo	32	27	27200		
27221	柏原市	かしわらし	Kashiwara City	柏原	かしわら	Kashiwara	32	27	27200		
27222	羽曳野市	はびきのし	Habikino City	羽曳野	はびきの	Habikino	32	27	27200		
27223	門真市	かどまし	Kadoma City	門真	かどま	Kadoma	32	27	27200		
27224	摂津市	せっつし	Settsu City	摂津	せっつ	Settsu	32	27	27200		
27225	高石市	たかいしし	Takaishi City	高石	たかいし	Takaishi	32	27	27200		
27226	藤井寺市	ふじいでらし	Fujiidera City	藤井寺	ふじいでら	Fujiidera	32	27	27200		
27227	東大阪市	ひがしおおさかし	Higashiosaka City	東大阪	ひがしおおさか	Higashiosaka	32	27	27200		
27228	泉南市	せんなんし	Sennan City	泉南	せんなん	Sennan	32	27	27200		
27229	四條畷市	しじょうなわてし	Shijonawate City	四條畷	しじょうなわて	Shijonawate	32	27	27200		
27230	交野市	かたのし	Katano City	交野	かたの	Katano	32	27	27200		
27231	大阪狭山市	おおさかさやまし	Osakasayama City	大阪狭山	おおさかさやま	Osakasayama	32	27	27200		
27232	阪南市	はんなんし	Hannan City	阪南	はんなん	Hannan	32	27	27200		
27301	島本町	しまもとちょう	Shimamoto Town	島本	しまもと	Shimamoto	35	27	27300	27300	
27321	豊能町	とよのちょう	Toyono Town	豊能	とよの	Toyono	35	27	27320	27320	
27322	能勢町	のせちょう	Nose Town	能勢	のせ	Nose	35	27	27320	27320	
27341	忠岡町	ただおかちょう	Tadaoka Town	忠岡	ただおか	Tadaoka	35	27	27340	27340	
27361	熊取町	くまとりちょう	Kumatori Town	熊取	くまとり	Kumatori	35	27	27360	27360	
27362	田尻町	たじりちょう	Tajiri Town	田尻	たじり	Tajiri	35	27	27360	27360	
27366	岬町	みさきちょう	Misaki Town	岬	みさき	Misaki	35	27	27360	27360	
27381	太子町	たいしちょう	Taishi Town	太子	たいし	Taishi	35	27	27380	27380	
27382	河南町	かなんちょう	Kanan Town	河南	かなん	Kanan	35	27	27380	27380	
27383	千早赤阪村	ちはやあかさかむら	Chihayaakasaka Village	千早赤阪	ちはやあかさか	Chihayaakasaka	36	27	27380	27380	
28100	神戸市	こうべし	Kobe City	神戸	こうべ	Kobe	31	28	28100		
28201	姫路市	ひめじし	Himeji City	姫路	ひめじ	Himeji	32	28	28200		
28202	尼崎市	あまがさきし	Amagasaki City	尼崎	あまがさき	Amagasaki	32	28	28200		
28203	明石市	あかしし	Akashi City	明石	あかし	Akashi	32	28	28200		
28204	西宮市	にしのみやし	Nishinomiya City	西宮	にしのみや	Nishinomiya	32	28	28200		
28205	洲本市	すもとし	Sumoto City	洲本	すもと	Sumoto	32	28	28200		
28206	芦屋市	あしやし	Ashiya City	芦屋	あしや	Ashiya	32	28	28200		
28207	伊丹市	いたみし	Itami City	伊丹	いたみ	Itami	32	28	28200		
28208	相生市	あいおいし	Aioi City	相生	あいおい	Aioi	32	28	28200		
28209	豊岡市	とよおかし	Toyooka City	豊岡	とよおか	Toyooka	32	28	28200		
28210	加古川市	かこがわし	Kakogawa City	加古川	かこがわ	Kakogawa	32	28	28200		
28212	赤穂市	あこうし	Ako City	赤穂	あこう	Ako	32	28	28200		
28213	西脇市	にしわきし	Nishiwaki City	西脇	にしわき	Nishiwaki	32	28	28200		
28214	宝塚市	たからづかし	Takarazuka City	宝塚	たからづか	Takarazuka	32	28	28200		
28215	三木市	みきし	Miki City	三木	みき	Miki	32	28	28200		
28216	高砂市	たかさごし	Takasago City	高砂	たかさご	Takasago	32	28	28200		
28217	川西市	かわにしし	Kawanishi City	川西	かわにし	Kawanishi	32	28	28200		
28218	小野市	おのし	Ono City	小野	おの	Ono	32	28	28200		
28219	三田市	さんだし	Sanda City	三田	さんだ	Sanda	32	28	28200		
28220	加西市	かさいし	Kasai City	加西	かさい	Kasai	32	28	28200		
28221	丹波篠山市	たんばささやまし	Tanbasasayama City	丹波篠山	たんばささやま	Tanbasasayama	32	28	28200		
28222	養父市	やぶし	Yabu City	養父	やぶ	Yabu	32	28	28200		
28223	丹波市	たんばし	Tanba City	丹波	たんば	Tanba	32	28	28200		
28224	南あわじ市	みなみあわじし	Minamiawaji City	南あわじ	みなみあわじ	Minamiawaji	32	28	28200		
28225	朝来市	あさごし	Asago City	朝来	あさご	Asago	32	28	28200		
28226	淡路市	あわじし	Awaji City	淡路	あわじ	Awaji	32	28	28200		
28227	宍粟市	しそうし	Shiso City	宍粟	しそう	Shiso	32	28	28200		
28228	加東市	かとうし	Kato City	加東	かとう	Kato	32	28	28200		
28229	たつの市	たつのし	Tatsuno City	たつの	たつの	Tatsuno	32	28	28200		
28301	猪名川町	いながわちょう	Inagawa Town	猪名川	いながわ	Inagawa	35	28	28300	28300	
28365	多可町	たかちょう	Taka Town	多可	たか	Taka	35	28	28360	28360	
28381	稲美町	いなみちょう	Inami Town	稲美	いなみ	Inami	35	28	28380	28380	
28382	播磨町	はりまちょう	Harima Town	播磨	はりま	Harima	35	28	28380	28380	
28442	市川町	いちかわちょう	Ichikawa Town	市川	いちかわ	Ichikawa	35	28	28440	28440	
28443	福崎町	ふくさきちょう	Fukusaki Town	福崎	ふくさき	Fukusaki	35	28	28440	28440	
28446	神河町	かみかわちょう	Kamikawa Town	神河	かみかわ	Kamikawa	35	28	28440	28440	
28464	太子町	たいしちょう	Taishi Town	太子	たいし	Taishi	35	28	28460	28460	
28481	上郡町	かみごおりちょう	Kamigori Town	上郡	かみごおり	Kamigori	35	28	28480	28480	
28501	佐用町	さようちょう	Sayo Town	佐用	さよう	Sayo	35	28	28500	28500	
28585	香美町	かみちょう	Kami Town	香美	かみ	Kami	35	28	28580	28580	
28586	新温泉町	しんおんせんちょう	Shin-onsen Town	新温泉	しんおんせん	Shin-onsen	35	28	28580	28580	
29201	奈良市	ならし	Nara City	奈良	なら	Nara	32	29	29200		
29202	大和高田市	やまとたかだし	Yamatotakada City	大和高田	やまとたかだ	Yamatotakada	32	29	29200		
29203	大和郡山市	やまとこおりやまし	Yamatokoriyama City	大和郡山	やまとこおりやま	Yamatokoriyama	32	29	29200		
29204	天理市	てんりし	Tenri City	天理	てんり	Tenri	32	29	29200		
29205	橿原市	かしはらし	Kashihara City	橿原	かしはら	Kashihara	32	29	29200		
29206	桜井市	さくらいし	Sakurai City	桜井	さくらい	Sakurai	32	29	29200		
29207	五條市	ごじょうし	Gojo City	五條	ごじょう	Gojo	32	29	29200		
29208	御所市	ごせし	Gose City	御所	ごせ	Gose	32	29	29200		
29209	生駒市	いこまし	Ikoma City	生駒	いこま	Ikoma	32	29	29200		
29210	香芝市	かしばし	Kashiba City	香芝	かしば	Kashiba	32	29	29200		
29211	葛城市	かつらぎし	Katsuragi City	葛城	かつらぎ	Katsuragi	32	29	29200		
29212	宇陀市	うだし	Uda City	宇陀	うだ	Uda	32	29	29200		
29322	山添村	やまぞえむら	Yamazoe Village	山添	やまぞえ	Yamazoe	36	29	29320	29320	
29342	平群町	へぐりちょう	Heguri Town	平群	へぐり	Heguri	35	29	29340	29340	
29343	三郷町	さんごうちょう	Sango Town	三郷	さんごう	Sango	35	29	29340	29340	
29344	斑鳩町	いかるがちょう	Ikaruga Town	斑鳩	いかるが	Ikaruga	35	29	29340	29340	
29345	安堵町	あんどちょう	Ando Town	安堵	あんど	Ando	35	29	29340	29340	
29361	川西町	かわにしちょう	Kawanishi Town	川西	かわにし	Kawanishi	35	29	29360	29360	
29362	三宅町	みやけちょう	Miyake Town	三宅	みやけ	Miyake	35	29	29360	29360	
29363	田原本町	たわらもとちょう	Tawaramoto Town	田原本	たわらもと	Tawaramoto	35	29	29360	29360	
29385	曽爾村	そにむら	Soni Village	曽爾	そに	Soni	36	29	29380	29380	
29386	御杖村	みつえむら	Mitsue Village	御杖	みつえ	Mitsue	36	29	29380	29380	
29401	高取町	たかとりちょう	Takatori Town	高取	たかとり	Takatori	35	29	29400	29400	
29402	明日香村	あすかむら	Asuka Village	明日香	あすか	Asuka	36	29	29400	29400	
29424	上牧町	かんまきちょう	Kanmaki Town	上牧	かんまき	Kanmaki	35	29	29420	29420	
29425	王寺町	おうじちょう	Oji Town	王寺	おうじ	Oji	35	29	29420	29420	
29426	広陵町	こうりょうちょう	Koryo Town	広陵	こうりょう	Koryo	35	29	29420	29420	
29427	河合町	かわいちょう	Kawai Town	河合	かわい	Kawai	35	29	29420	29420	
29441	吉野町	よしのちょう	Yoshino Town	吉野	よしの	Yoshino	35	29	29440	29440	
29442	大淀町	おおよどちょう	Oyodo Town	大淀	おおよど	Oyodo	35	29	29440	29440	
29443	下市町	しもいちちょう	Shimoichi Town	下市	しもいち	Shimoichi	35	29	29440	29440	
29444	黒滝村	くろたきむら	Kurotaki Village	黒滝	くろたき	Kurotaki	36	29	29440	29440	
29446	天川村	てんかわむら	Tenkawa Village	天川	てんかわ	Tenkawa	36	29	29440	29440	
29447	野迫川村	のせがわむら	Nosegawa Village	野迫川	のせがわ	Nosegawa	36	29	29440	29440	
29449	十津川村	とつかわむら	Totsukawa Village	十津川	とつかわ	Totsukawa	36	29	29440	29440	
29450	下北山村	しもきたやまむら	Shimokitayama Village	下北山	しもきたやま	Shimokitayama	36	29	29440	29440	
29451	上北山村	かみきたやまむら	Kamikitayama Village	上北山	かみきたやま	Kamikitayama	36	29	29440	29440	
29452	川上村	かわかみむら	Kawakami Village	川上	かわかみ	Kawakami	36	29	29440	29440	
29453	東吉野村	ひがしよしのむら	Higashiyoshino Village	東吉野	ひがしよしの	Higashiyoshino	36	29	29440	29440	
30201	和歌山市	わかやまし	Wakayama City	和歌山	わかやま	Wakayama	32	30	30200		
30202	海南市	かいなんし	Kainan City	海南	かいなん	Kainan	32	30	30200		
30203	橋本市	はしもとし	Hashimoto City	橋本	はしもと	Hashimoto	32	30	30200		
30204	有田市	ありだし	Arida City	有田	ありだ	Arida	32	30	30200		
30205	御坊市	ごぼうし	Gobo City	御坊	ごぼう	Gobo	32	30	30200		
30206	田辺市	たなべし	Tanabe City	田辺	たなべ	Tanabe	32	30	30200		
30207	新宮市	しんぐうし	Shingu City	新宮	しんぐう	Shingu	32	30	30200		
30208	紀の川市	きのかわし	Kinokawa City	紀の川	きのかわ	Kinokawa	32	30	30200		
30209	岩出市	いわでし	Iwade City	岩出	いわで	Iwade	32	30	30200		
30304	紀美野町	きみのちょう	Kimino Town	紀美野	きみの	Kimino	35	30	30300	30300	
30341	かつらぎ町	かつらぎちょう	Katsuragi Town	かつらぎ	かつらぎ	Katsuragi	35	30	30340	30340	
30343	九度山町	くどやまちょう	Kudoyama Town	九度山	くどやま	Kudoyama	35	30	30340	30340	
30344	高野町	こうやちょう	Koya Town	高野	こうや	Koya	35	30	30340	30340	
30361	湯浅町	ゆあさちょう	Yuasa Town	湯浅	ゆあさ	Yuasa	35	30	30360	30360	
30362	広川町	ひろがわちょう	Hirogawa Town	広川	ひろがわ	Hirogawa	35	30	30360	30360	
30366	有田川町	ありだがわちょう	Aridagawa Town	有田川	ありだがわ	Aridagawa	35	30	30360	30360	
30381	美浜町	みはまちょう	Mihama Town	美浜	みはま	Mihama	35	30	30380	30380	
30382	日高町	ひだかちょう	Hidaka Town	日高	ひだか	Hidaka	35	30	30380	30380	
30383	由良町	ゆらちょう	Yura Town	由良	ゆら	Yura	35	30	30380	30380	
30390	印南町	いなみちょう	Inami Town	印南	いなみ	Inami	35	30	30380	30380	
30391	みなべ町	みなべちょう	Minabe Town	みなべ	みなべ	Minabe	35	30	30380	30380	
30392	日高川町	ひだかがわちょう	Hidakagawa Town	日高川	ひだかがわ	Hidakagawa	35	30	30380	30380	
30401	白浜町	しらはまちょう	Shirahama Town	白浜	しらはま	Shirahama	35	30	30400	30400	
30404	上富田町	かみとんだちょう	Kamitonda Town	上富田	かみとんだ	Kamitonda	35	30	30400	30400	
30406	すさみ町	すさみちょう	Susami Town	すさみ	すさみ	Susami	35	30	30400	30400	
30421	那智勝浦町	なちかつうらちょう	Nachikatsuura Town	那智勝浦	なちかつうら	Nachikatsuura	35	30	30420	30420	
30422	太地町	たいじちょう	Taiji Town	太地	たいじ	Taiji	35	30	30420	30420	
30424	古座川町	こざがわちょう	Kozagawa Town	古座川	こざがわ	Kozagawa	35	30	30420	30420	
30427	北山村	きたやまむら	Kitayama Village	北山	きたやま	Kitayama	36	30	30420	30420	
30428	串本町	くしもとちょう	Kushimoto Town	串本	くしもと	Kushimoto	35	30	30420	30420	
31201	鳥取市	とっとりし	Tottori City	鳥取	とっとり	Tottori	32	31	31200		
31202	米子市	よなごし	Yonago City	米子	よなご	Yonago	32	31	31200		
31203	倉吉市	くらよしし	Kurayoshi City	倉吉	くらよし	Kurayoshi	32	31	31200		
31204	境港市	さかいみなとし	Sakaiminato City	境港	さかいみなと	Sakaiminato	32	31	31200		
31302	岩美町	いわみちょう	Iwami Town	岩美	いわみ	Iwami	35	31	31300	31300	
31325	若桜町	わかさちょう	Wakasa Town	若桜	わかさ	Wakasa	35	31	31320	31320	
31328	智頭町	ちづちょう	Chizu Town	智頭	ちづ	Chizu	35	31	31320	31320	
31329	八頭町	やずちょう	Yazu Town	八頭	やず	Yazu	35	31	31320	31320	
31364	三朝町	みささちょう	Misasa Town	三朝	みささ	Misasa	35	31	31360	31360	
31370	湯梨浜町	ゆりはまちょう	Yurihama Town	湯梨浜	ゆりはま	Yurihama	35	31	31360	31360	
31371	琴浦町	ことうらちょう	Kotoura Town	琴浦	ことうら	Kotoura	35	31	31360	31360	
31372	北栄町	ほくえいちょう	Hokuei Town	北栄	ほくえい	Hokuei	35	31	31360	31360	
31384	日吉津村	ひえづそん	Hiezu Village	日吉津	ひえづ	Hiezu	37	31	31380	31380	
31386	大山町	だいせんちょう	Daisen Town	大山	だいせん	Daisen	35	31	31380	31380	
31389	南部町	なんぶちょう	Nanbu Town	南部	なんぶ	Nanbu	35	31	31380	31380	
31390	伯耆町	ほうきちょう	Hoki Town	伯耆	ほうき	Hoki	35	31	31380	31380	
31401	日南町	にちなんちょう	Nichinan Town	日南	にちなん	Nichinan	35	31	31400	31400	
31402	日野町	ひのちょう	Hino Town	日野	ひの	Hino	35	31	31400	31400	
31403	江府町	こうふちょう	Kofu Town	江府	こうふ	Kofu	35	31	31400	31400	
32201	松江市	まつえし	Matsue City	松江	まつえ	Matsue	32	32	32200		
32202	浜田市	はまだし	Hamada City	浜田	はまだ	Hamada	32	32	32200		
32203	出雲市	いずもし	Izumo City	出雲	いずも	Izumo	32	32	32200		
32204	益田市	ますだし	Masuda City	益田	ますだ	Masuda	32	32	32200		
32205	大田市	おおだし	Oda City	大田	おおだ	Oda	32	32	32200		
32206	安来市	やすぎし	Yasugi City	安来	やすぎ	Yasugi	32	32	32200		
32207	江津市	ごうつし	Gotsu City	江津	ごうつ	Gotsu	32	32	32200		
32209	雲南市	うんなんし	Unnan City	雲南	うんなん	Unnan	32	32	32200		
32343	奥出雲町	おくいずもちょう	Okuizumo Town	奥出雲	おくいずも	Okuizumo	35	32	32340	32340	
32386	飯南町	いいなんちょう	Iinan Town	飯南	いいなん	Iinan	35	32	32380	32380	
32441	川本町	かわもとまち	Kawamoto Town	川本	かわもと	Kawamoto	34	32	32440	32440	
32448	美郷町	みさとちょう	Misato Town	美郷	みさと	Misato	35	32	32440	32440	
32449	邑南町	おおなんちょう	Onan Town	邑南	おおなん	Onan	35	32	32440	32440	
32501	津和野町	つわのちょう	Tsuwano Town	津和野	つわの	Tsuwano	35	32	32500	32500	
32505	吉賀町	よしかちょう	Yoshika Town	吉賀	よしか	Yoshika	35	32	32500	32500	
32525	海士町	あまちょう	Ama Town	海士	あま	Ama	35	32	32520	32520	
32526	西ノ島町	にしのしまちょう	Nishinoshima Town	西ノ島	にしのしま	Nishinoshima	35	32	32520	32520	
32527	知夫村	ちぶむら	Chibu Village	知夫	ちぶ	Chibu	36	32	32520	32520	
32528	隠岐の島町	おきのしまちょう	Okinoshima Town	隠岐の島	おきのしま	Okinoshima	35	32	32520	32520	
33100	岡山市	おかやまし	Okayama City	岡山	おかやま	Okayama	31	33	33100		
33202	倉敷市	くらしきし	Kurashiki City	倉敷	くらしき	Kurashiki	32	33	33200		
33203	津山市	つやまし	Tsuyama City	津山	つやま	Tsuyama	32	33	33200		
33204	玉野市	たまのし	Tamano City	玉野	たまの	Tamano	32	33	33200		
33205	笠岡市	かさおかし	Kasaoka City	笠岡	かさおか	Kasaoka	32	33	33200		
33207	井原市	いばらし	Ibara City	井原	いばら	Ibara	32	33	33200		
33208	総社市	そうじゃし	Soja City	総社	そうじゃ	Soja	32	33	33200		
33209	高梁市	たかはしし	Takahashi City	高梁	たかはし	Takahashi	32	33	33200		
33210	新見市	にいみし	Niimi City	新見	にいみ	Niimi	32	33	33200		
33211	備前市	びぜんし	Bizen City	備前	びぜん	Bizen	32	33	33200		
33212	瀬戸内市	せとうちし	Setouchi City	瀬戸内	せとうち	Setouchi	32	33	33200		
33213	赤磐市	あかいわし	Akaiwa City	赤磐	あかいわ	Akaiwa	32	33	33200		
33214	真庭市	まにわし	Maniwa City	真庭	まにわ	Maniwa	32	33	33200		
33215	美作市	みまさかし	Mimasaka City	美作	みまさか	Mimasaka	32	33	33200		
33216	浅口市	あさくちし	Asakuchi City	浅口	あさくち	Asakuchi	32	33	33200		
33346	和気町	わけちょう	Wake Town	和気	わけ	Wake	35	33	33340	33340	
33423	早島町	はやしまちょう	Hayashima Town	早島	はやしま	Hayashima	35	33	33420	33420	
33445	里庄町	さとしょうちょう	Satosho Town	里庄	さとしょう	Satosho	35	33	33440	33440	
33461	矢掛町	やかげちょう	Yakage Town	矢掛	やかげ	Yakage	35	33	33460	33460	
33586	新庄村	しんじょうそん	Shinjo Village	新庄	しんじょう	Shinjo	37	33	33580	33580	
33606	鏡野町	かがみのちょう	Kagamino Town	鏡野	かがみの	Kagamino	35	33	33600	33600	
33622	勝央町	しょうおうちょう	Shoo Town	勝央	しょうおう	Shoo	35	33	33620	33620	
33623	奈義町	なぎちょう	Nagi Town	奈義	なぎ	Nagi	35	33	33620	33620	
33643	西粟倉村	にしあわくらそん	Nishiawakura Village	西粟倉	にしあわくら	Nishiawakura	37	33	33640	33640	
33663	久米南町	くめなんちょう	Kumenan Town	久米南	くめなん	Kumenan	35	33	33660	33660	
33666	美咲町	みさきちょう	Misaki Town	美咲	みさき	Misaki	35	33	33660	33660	
33681	吉備中央町	きびちゅうおうちょう	Kibichuo Town	吉備中央	きびちゅうおう	Kibichuo	35	33	33680	33680	
34100	広島市	ひろしまし	Hiroshima City	広島	ひろしま	Hiroshima	31	34	34100		
34202	呉市	くれし	Kure City	呉	くれ	Kure	32	34	34200		
34203	竹原市	たけはらし	Takehara City	竹原	たけはら	Takehara	32	34	34200		
34204	三原市	みはらし	Mihara City	三原	みはら	Mihara	32	34	34200		
34205	尾道市	おのみちし	Onomichi City	尾道	おのみち	Onomichi	32	34	34200		
34207	福山市	ふくやまし	Fukuyama City	福山	ふくやま	Fukuyama	32	34	34200		
34208	府中市	ふちゅうし	Fuchu City	府中	ふちゅう	Fuchu	32	34	34200		
34209	三次市	みよしし	Miyoshi City	三次	みよし	Miyoshi	32	34	34200		
34210	庄原市	しょうばらし	Shobara City	庄原	しょうばら	Shobara	32	34	34200		
34211	大竹市	おおたけし	Otake City	大竹	おおたけ	Otake	32	34	34200		
34212	東広島市	ひがしひろしまし	Higashihiroshima City	東広島	ひがしひろしま	Higashihiroshima	32	34	34200		
34213	廿日市市	はつかいちし	Hatsukaichi City	廿日市	はつかいち	Hatsukaichi	32	34	34200		
34214	安芸高田市	あきたかたし	Akitakata City	安芸高田	あきたかた	Akitakata	32	34	34200		
34215	江田島市	えたじまし	Etajima City	江田島	えたじま	Etajima	32	34	34200		
34302	府中町	ふちゅうちょう	Fuchu Town	府中	ふちゅう	Fuchu	35	34	34300	34300	
34304	海田町	かいたちょう	Kaita Town	海田	かいた	Kaita	35	34	34300	34300	
34307	熊野町	くまのちょう	Kumano Town	熊野	くまの	Kumano	35	34	34300	34300	
34309	坂町	さかちょう	Saka Town	坂	さか	Saka	35	34	34300	34300	
34368	安芸太田町	あきおおたちょう	Akiota Town	安芸太田	あきおおた	Akiota	35	34	34360	34360	
34369	北広島町	きたひろしまちょう	Kitahiroshima Town	北広島	きたひろしま	Kitahiroshima	35	34	34360	34360	
34431	大崎上島町	おおさきかみじまちょう	Osakikamijima Town	大崎上島	おおさきかみじま	Osakikamijima	35	34	34420	34420	
34462	世羅町	せらちょう	Sera Town	世羅	せら	Sera	35	34	34460	34460	
34545	神石高原町	じんせきこうげんちょう	Jinsekikogen Town	神石高原	じんせきこうげん	Jinsekikogen	35	34	34540	34540	
35201	下関市	しものせきし	Shimonoseki City	下関	しものせき	Shimonoseki	32	35	35200		
35202	宇部市	うべし	Ube City	宇部	うべ	Ube	32	35	35200		
35203	山口市	やまぐちし	Yamaguchi City	山口	やまぐち	Yamaguchi	32	35	35200		
35204	萩市	はぎし	Hagi City	萩	はぎ	Hagi	32	35	35200		
35206	防府市	ほうふし	Hofu City	防府	ほうふ	Hofu	32	35	35200		
35207	下松市	くだまつし	Kudamatsu City	下松	くだまつ	Kudamatsu	32	35	35200		
35208	岩国市	いわくにし	Iwakuni City	岩国	いわくに	Iwakuni	32	35	35200		
35210	光市	ひかりし	Hikari City	光	ひかり	Hikari	32	35	35200		
35211	長門市	ながとし	Nagato City	長門	ながと	Nagato	32	35	35200		
35212	柳井市	やないし	Yanai City	柳井	やない	Yanai	32	35	35200		
35213	美祢市	みねし	Mine City	美祢	みね	Mine	32	35	35200		
35215	周南市	しゅうなんし	Shunan City	周南	しゅうなん	Shunan	32	35	35200		
35216	山陽小野田市	さんようおのだし	Sanyo-Onoda City	山陽小野田	さんようおのだ	Sanyo-Onoda	32	35	35200		
35305	周防大島町	すおうおおしまちょう	Suooshima Town	周防大島	すおうおおしま	Suooshima	35	35	35300	35300	
35321	和木町	わきちょう	Waki Town	和木	わき	Waki	35	35	35320	35320	
35341	上関町	かみのせきちょう	Kaminoseki Town	上関	かみのせき	Kaminoseki	35	35	35340	35340	
35343	田布施町	たぶせちょう	Tabuse Town	田布施	たぶせ	Tabuse	35	35	35340	35340	
35344	平生町	ひらおちょう	Hirao Town	平生	ひらお	Hirao	35	35	35340	35340	
35502	阿武町	あぶちょう	Abu Town	阿武	あぶ	Abu	35	35	35500	35500	
36201	徳島市	とくしまし	Tokushima City	徳島	とくしま	Tokushima	32	36	36200		
36202	鳴門市	なるとし	Naruto City	鳴門	なると	Naruto	32	36	36200		
36203	小松島市	こまつしまし	Komatsushima City	小松島	こまつしま	Komatsushima	32	36	36200		
36204	阿南市	あなんし	Anan City	阿南	あなん	Anan	32	36	36200		
36205	吉野川市	よしのがわし	Yoshinogawa City	吉野川	よしのがわ	Yoshinogawa	32	36	36200		
36206	阿波市	あわし	Awa City	阿波	あわ	Awa	32	36	36200		
36207	美馬市	みまし	Mima City	美馬	みま	Mima	32	36	36200		
36208	三好市	みよしし	Miyoshi City	三好	みよし	Miyoshi	32	36	36200		
36301	勝浦町	かつうらちょう	Katsuura Town	勝浦	かつうら	Katsuura	35	36	36300	36300	
