code	full-ja	full-ja-hira	full-en	base-ja	base-ja-hira	base-en	type	pref
34420	豊田郡	とよたぐん	Toyota County	豊田	とよた	Toyota	24	34
34460	世羅郡	せらぐん	Sera County	世羅	せら	Sera	24	34
34540	神石郡	じんせきぐん	Jinseki County	神石	じんせき	Jinseki	24	34
35200	市部	しぶ	City Area				23	35
35300	大島郡	おおしまぐん	Oshima County	大島	おおしま	Oshima	24	35
35320	玖珂郡	くがぐん	Kuga County	玖珂	くが	Kuga	24	35
35340	熊毛郡	くまげぐん	Kumage County	熊毛	くまげ	Kumage	24	35
35500	阿武郡	あぶぐん	Abu County	阿武	あぶ	Abu	24	35
36200	市部	しぶ	City Area				23	36
36300	勝浦郡	かつうらぐん	Katsuura County	勝浦	かつうら	Katsuura	24	36
36320	名東郡	みょうどうぐん	Myodo County	名東	みょうどう	Myodo	24	36
36340	名西郡	みょうざいぐん	Myozai County	名西	みょうざい	Myozai	24	36
36360	那賀郡	なかぐん	Naka County	那賀	なか	Naka	24	36
36380	海部郡	かいふぐん	Kaifu County	海部	かいふ	Kaifu	24	36
36400	板野郡	いたのぐん	Itano County	板野	いたの	Itano	24	36
36460	美馬郡	みまぐん	Mima County	美馬	みま	Mima	24	36
36480	三好郡	みよしぐん	Miyoshi County	三好	みよし	Miyoshi	24	36
37200	市部	しぶ	City Area				23	37
37320	小豆郡	しょうずぐん	Shozu County	小豆	しょうず	Shozu	24	37
37340	木田郡	きたぐん	Kita County	木田	きた	Kita	24	37
37360	香川郡	かがわぐん	Kagawa County	香川	かがわ	Kagawa	24	37
37380	綾歌郡	あやうたぐん	Ayauta County	綾歌	あやうた	Ayauta	24	37
37400	仲多度郡	なかたどぐん	Nakatado County	仲多度	なかたど	Nakatado	24	37
38200	市部	しぶ	City Area				23	38
38340	越智郡	おちぐん	Ochi County	越智	おち	Ochi	24	38
38380	上浮穴郡	かみうけなぐん	Kamiukena County	上浮穴	かみうけな	Kamiukena	24	38
38400	伊予郡	いよぐん	Iyo County	伊予	いよ	Iyo	24	38
38420	喜多郡	きたぐん	Kita County	喜多	きた	Kita	24	38
38440	西宇和郡	にしうわぐん	Nishiuwa County	西宇和	にしうわ	Nishiuwa	24	38
38480	北宇和郡	きたうわぐん	Kitauwa County	北宇和	きたうわ	Kitauwa	24	38
38500	南宇和郡	みなみうわぐん	Minamiuwa County	南宇和	みなみうわ	Minamiuwa	24	38
39200	市部	しぶ	City Area				23	39
39300	安芸郡	あきぐん	Aki County	安芸	あき	Aki	24	39
39340	長岡郡	ながおかぐん	Nagaoka County	長岡	ながおか	Nagaoka	24	39
39360	土佐郡	とさぐん	Tosa County	土佐	とさ	Tosa	24	39
39380	吾川郡	あがわぐん	Agawa County	吾川	あがわ	Agawa	24	39
39400	高岡郡	たかおかぐん	Takaoka County	高岡	たかおか	Takaoka	24	39
39420	幡多郡	はたぐん	Hata County	幡多	はた	Hata	24	39
40100	北九州市	きたきゅうしゅうし	Kitakyushu City	北九州	きたきゅうしゅう	Kitakyushu	21	40
40130	福岡市	ふくおかし	Fukuoka City	福岡	ふくおか	Fukuoka	21	40
40200	市部	しぶ	City Area				23	40
40340	糟屋郡	かすやぐん	Kasuya County	糟屋	かすや	Kasuya	24	40
40380	遠賀郡	おんがぐん	Onga County	遠賀	おんが	Onga	24	40
40400	鞍手郡	くらてぐん	Kurate County	鞍手	くらて	Kurate	24	40
40420	嘉穂郡	かほぐん	Kaho County	嘉穂	かほ	Kaho	24	40
40440	朝倉郡	あさくらぐん	Asakura County	朝倉	あさくら	Asakura	24	40
40500	三井郡	みいぐん	Mii County	三井	みい	Mii	24	40
40520	三潴郡	みづまぐん	Mizuma County	三潴	みづま	Mizuma	24	40
40540	八女郡	やめぐん	Yame County	八女	やめ	Yame	24	40
40600	田川郡	たがわぐん	Tagawa County	田川	たがわ	Tagawa	24	40
40620	京都郡	みやこぐん	Miyako County	京都	みやこ	Miyako	24	40
40640	築上郡	ちくじょうぐん	Chikujo County	築上	ちくじょう	Chikujo	24	40
41200	市部	しぶ	City Area				23	41
41320	神埼郡	かんざきぐん	Kanzaki County	神埼	かんざき	Kanzaki	24	41
41340	三養基郡	みやきぐん	Miyaki County	三養基	みやき	Miyaki	24	41
41380	東松浦郡	ひがしまつうらぐん	Higashimatsuura County	東松浦	ひがしまつうら	Higashimatsuura	24	41
41400	西松浦郡	にしまつうらぐん	Nishimatsuura County	西松浦	にしまつうら	Nishimatsuura	24	41
41420	杵島郡	きしまぐん	Kishima County	杵島	きしま	Kishima	24	41
41440	藤津郡	ふじつぐん	Fujitsu County	藤津	ふじつ	Fujitsu	24	41
42200	市部	しぶ	City Area				23	42
42300	西彼杵郡	にしそのぎぐん	Nishisonogi County	西彼杵	にしそのぎ	Nishisonogi	24	42
42320	東彼杵郡	ひがしそのぎぐん	Higashisonogi County	東彼杵	ひがしそのぎ	Higashisonogi	24	42
42380	北松浦郡	きたまつうらぐん	Kitamatsuura County	北松浦	きたまつうら	Kitamatsuura	24	42
42400	南松浦郡	みなみまつうらぐん	Minamimatsuura County	南松浦	みなみまつうら	Minamimatsuura	24	42
43100	熊本市	くまもとし	Kumamoto City	熊本	くまもと	Kumamoto	21	43
43200	市部	しぶ	City Area				23	43
43340	下益城郡	しもましきぐん	Shimomashiki County	下益城	しもましき	Shimomashiki	24	43
43360	玉名郡	たまなぐん	Tamana County	玉名	たまな	Tamana	24	43
43400	菊池郡	きくちぐん	Kikuchi County	菊池	きくち	Kikuchi	24	43
43420	阿蘇郡	あそぐん	Aso County	阿蘇	あそ	Aso	24	43
43440	上益城郡	かみましきぐん	Kamimashiki County	上益城	かみましき	Kamimashiki	24	43
43460	八代郡	やつしろぐん	Yatsushiro County	八代	やつしろ	Yatsushiro	24	43
43480	葦北郡	あしきたぐん	Ashikita County	葦北	あしきた	Ashikita	24	43
43500	球磨郡	くまぐん	Kuma County	球磨	くま	Kuma	24	43
43520	天草郡	あまくさぐん	Amakusa County	天草	あまくさ	Amakusa	24	43
44200	市部	しぶ	City Area				23	44
44320	東国東郡	ひがしくにさきぐん	Higashikunisaki County	東国東	ひがしくにさき	Higashikunisaki	24	44
44340	速見郡	はやみぐん	Hayami County	速見	はやみ	Hayami	24	44
44460	玖珠郡	くすぐん	Kusu County	玖珠	くす	Kusu	24	44
45200	市部	しぶ	City Area				23	45
45340	北諸県郡	きたもろかたぐん	Kitamorokata County	北諸県	きたもろかた	Kitamorokata	24	45
45360	西諸県郡	にしもろかたぐん	Nishimorokata County	西諸県	にしもろかた	Nishimorokata	24	45
45380	東諸県郡	ひがしもろかたぐん	Higashimorokata County	東諸県	ひがしもろかた	Higashimorokata	24	45
45400	児湯郡	こゆぐん	Koyu County	児湯	こゆ	Koyu	24	45
45420	東臼杵郡	ひがしうすきぐん	Higashiusuki County	東臼杵	ひがしうすき	Higashiusuki	24	45
45440	西臼杵郡	にしうすきぐん	Nishiusuki County	西臼杵	にしうすき	Nishiusuki	24	45
46200	市部	しぶ	City Area				23	46
46300	鹿児島郡	かごしまぐん	Kagoshima County	鹿児島	かごしま	Kagoshima	24	46
46380	薩摩郡	さつまぐん	Satsuma County	薩摩	さつま	Satsuma	24	46
46400	出水郡	いずみぐん	Izumi County	出水	いずみ	Izumi	24	46
46440	姶良郡	あいらぐん	Aira County	姶良	あいら	Aira	24	46
46460	曽於郡	そおぐん	Soo County	曽於	そお	Soo	24	46
46480	肝属郡	きもつきぐん	Kimotsuki County	肝属	きもつき	Kimotsuki	24	46
46500	熊毛郡	くまげぐん	Kumage County	熊毛	くまげ	Kumage	24	46
46520	大島郡	おおしまぐん	Oshima County	大島	おおしま	Oshima	24	46
47200	市部	しぶ	City Area				23	47
47300	国頭郡	くにがみぐん	Kunigami County	国頭	くにがみ	Kunigami	24	47
47320	中頭郡	なかがみぐん	Nakagami County	中頭	なかがみ	Nakagami	24	47
47340	島尻郡	しまじりぐん	Shimajiri County	島尻	しまじり	Shimajiri	24	47
47370	宮古郡	みやこぐん	Miyako County	宮古	みやこ	Miyako	24	47
47380	八重山郡	やえやまぐん	Yaeyama County	八重山	やえやま	Yaeyama	24	47
